project_name,average_cbo,average_dit,average_lcom,sum_loc,stars,releases,age
springdoc-openapi,4.093998553868402,1.3279103398409255,0.1097433969255242,42378,3252,79,5.2
maestro,8.182746878547105,1.6333711691259931,0.2473134948830873,44970,3249,0,0.43
sndcpy,7.75,2.0,0.2886904925,214,3249,2,4.28
ChipsLayoutManager,5.122881355932203,1.326271186440678,0.134065632779661,6101,3247,11,8.13
Cockroach,3.2280701754385963,1.1754385964912282,0.0807435257894736,1562,3245,1,7.6
Android-Tips,1.0,1.0,0.0,177,3238,0,9.03
librec,6.862212943632568,2.0605427974947808,0.2575499909645093,30216,3237,3,10.7
jfinal,4.626072041166381,1.4871355060034306,0.3079801514065179,33911,3235,0,12.41
react-native-notifications,5.764705882352941,1.3529411764705883,0.2086987405882353,1567,3231,28,8.46
javacore,0.9732620320855616,1.125668449197861,0.0882932889483065,21245,3230,0,7.1
cyberduck,6.491608012994044,1.3623443421765025,0.1752747675453438,294397,3230,0,7.67
my-site,6.188888888888889,1.1888888888888889,0.204030708,3453,3230,0,6.39
GalleryFinal,5.572519083969466,1.4274809160305344,0.2566600404580152,7997,3228,4,9.0
concurrency-limits,4.658730158730159,1.2857142857142858,0.3118954944920635,5034,3228,100,6.78
camunda,7.49101683755056,1.494779418681215,0.2862889349757314,433205,3224,300,8.51
android-saripaar,5.243243243243243,1.891891891891892,0.2715331646621621,4723,3223,3,12.04
AndroidViewHover,3.5789473684210527,1.2105263157894737,0.1424489652631579,712,3210,4,10.12
LoganSquare,3.859375,1.75,0.1133621739583333,6892,3210,0,9.6
